6.8175144,81.4,45.40929396,28.01195407
6.2705107,81.8,45.40930984,28.01203712
5.914871,74.9,45.40932832,28.01210618
6.1863394,73.4,45.40934632,28.01217721
6.6633096,74.7,45.4093603,28.01226771
6.6633096,74.7,45.4093603,28.01226771
9.182881,80.4,45.40936686,28.01242598
9.182881,80.4,45.40936686,28.01242598
11.172368,74.7,45.40941325,28.01259582
11.172368,74.7,45.40941325,28.01259582
10.73477,70.5,45.40945346,28.01271377
10.73477,70.5,45.40945346,28.01271377
10.53517,68.9,45.40948765,28.01283115
10.53517,68.9,45.40948765,28.01283115
10.4400425,69.4,45.40951774,28.01297099
10.4400425,69.4,45.40951774,28.01297099
9.162887,73.7,45.40950192,28.01305902
9.162887,73.7,45.40950192,28.01305902
9.154594,75.6,45.40951781,28.01316798
9.154594,75.6,45.40951781,28.01316798
8.6213045,79.5,45.40949754,28.0132655
8.6213045,79.5,45.40949754,28.0132655
8.770006,79.3,45.40951227,28.01338172
8.770006,79.3,45.40951227,28.01338172
8.77,79.3,45.40952686,28.01349178
8.77,79.3,45.40952686,28.01349178
9.260777,77.9,45.40955519,28.01361313
9.260777,77.9,45.40955519,28.01361313
9.260136,77.9,45.4095726,28.01372871
9.260136,77.9,45.4095726,28.01372871
9.260021,77.9,45.40958996,28.01384417
9.260021,77.9,45.40958996,28.01384417
2.9400172,18.0,45.4120807,28.01511031
2.9400172,18.0,45.4120807,28.01511031
2.9400172,18.0,45.4120807,28.01511031
2.9400172,18.0,45.4120807,28.01511031
2.96,17.3,45.41210616,28.01512141
2.96,17.3,45.41210616,28.01512141
2.96,17.3,45.41210616,28.01512141
2.96,17.3,45.41210616,28.01512141
2.98,16.5,45.41213199,28.01513198
2.98,16.5,45.41213199,28.01513198
2.98,16.5,45.41213199,28.01513198
2.98,16.5,45.41213199,28.01513198
2.98,16.4,45.41215772,28.01514274
2.98,16.4,45.41215772,28.01514274
2.98,16.4,45.41215772,28.01514274
2.98,16.4,45.41215772,28.01514274
2.9900167,16.0,45.41218373,28.01515306
2.9900167,16.0,45.41218373,28.01515306
2.9900167,16.0,45.41218373,28.01515306
2.9900167,16.0,45.41218373,28.01515306
2.970017,13.9,45.41220885,28.01516571
2.970017,13.9,45.41220885,28.01516571
2.970017,13.9,45.41220885,28.01516571
2.970017,13.9,45.41220885,28.01516571
11.302548,53.8,45.41510008,28.02006325
11.302548,53.8,45.41510008,28.02006325
11.302548,53.8,45.41510008,28.02006325
11.302548,53.8,45.41510008,28.02006325
11.302548,53.8,45.41510008,28.02006325
11.310358,52.5,45.41526562,28.02027192
11.310358,52.5,45.41526562,28.02027192
11.310358,52.5,45.41526562,28.02027192
11.310358,52.5,45.41526562,28.02027192
11.310358,52.5,45.41526562,28.02027192
11.740834,53.7,45.41531768,28.02038443
11.740834,53.7,45.41531768,28.02038443
11.740834,53.7,45.41531768,28.02038443
11.740834,53.7,45.41531768,28.02038443
11.740834,53.7,45.41531768,28.02038443
12.770768,61.8,45.41528314,28.02065788
12.770768,61.8,45.41528314,28.02065788
12.770768,61.8,45.41528314,28.02065788
12.770768,61.8,45.41528314,28.02065788
12.770768,61.8,45.41528314,28.02065788
13.161371,60.9,45.41530103,28.02084563
13.161371,60.9,45.41530103,28.02084563
13.161371,60.9,45.41530103,28.02084563
13.161371,60.9,45.41530103,28.02084563
13.161371,60.9,45.41530103,28.02084563
12.8903885,58.3,45.41535974,28.02098536
12.8903885,58.3,45.41535974,28.02098536
12.8903885,58.3,45.41535974,28.02098536
12.8903885,58.3,45.41535974,28.02098536
12.8903885,58.3,45.41535974,28.02098536
12.840471,56.2,45.41543895,28.0211224
12.840471,56.2,45.41543895,28.0211224
12.840471,56.2,45.41543895,28.0211224
12.840471,56.2,45.41543895,28.0211224
12.840471,56.2,45.41543895,28.0211224
12.9005575,56.2,45.41548339,28.02125516
12.9005575,56.2,45.41548339,28.02125516
12.9005575,56.2,45.41548339,28.02125516
12.9005575,56.2,45.41548339,28.02125516
12.9005575,56.2,45.41548339,28.02125516
12.772647,57.9,45.41554065,28.02142396
12.772647,57.9,45.41554065,28.02142396
12.772647,57.9,45.41554065,28.02142396
12.772647,57.9,45.41554065,28.02142396
12.772647,57.9,45.41554065,28.02142396
12.611284,55.5,45.41560749,28.02155099
12.611284,55.5,45.41560749,28.02155099
12.611284,55.5,45.41560749,28.02155099
12.611284,55.5,45.41560749,28.02155099
12.611284,55.5,45.41560749,28.02155099
12.910034,54.6,45.41568463,28.02168734
12.910034,54.6,45.41568463,28.02168734
12.910034,54.6,45.41568463,28.02168734
12.910034,54.6,45.41568463,28.02168734
12.910034,54.6,45.41568463,28.02168734
12.660193,54.2,45.41574612,28.02180865
12.660193,54.2,45.41574612,28.02180865
12.660193,54.2,45.41574612,28.02180865
12.660193,54.2,45.41574612,28.02180865
12.660193,54.2,45.41574612,28.02180865
12.46116,52.2,45.41582878,28.02191064
12.46116,52.2,45.41582878,28.02191064
12.46116,52.2,45.41582878,28.02191064
12.46116,52.2,45.41582878,28.02191064
12.46116,52.2,45.41582878,28.02191064
12.43103,51.4,45.41589647,28.02203552
12.43103,51.4,45.41589647,28.02203552
12.43103,51.4,45.41589647,28.02203552
12.43103,51.4,45.41589647,28.02203552
12.43103,51.4,45.41589647,28.02203552
12.0006,52.6,45.41597566,28.02214535
12.0006,52.6,45.41597566,28.02214535
12.0006,52.6,45.41597566,28.02214535
12.0006,52.6,45.41597566,28.02214535
12.0006,52.6,45.41597566,28.02214535
9.5117035,56.9,45.41598756,28.02222109
9.5117035,56.9,45.41598756,28.02222109
